URL's successfully downloaded,Size of the downloaded file,Number of Outlinks,Content-Type,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=39746&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=241&title,17817,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6630&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=241&title,19366,71,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=40768&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=241&title,17791,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6617&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=241&title,18825,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=33694&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=241&title,19343,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=28630&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=241&title,17790,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=37003&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=241&title,18413,70,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=11825,23780,77,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=11666,24603,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=11788,23293,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=12234,23604,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=11783,24827,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=12236,24179,80,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=12115,21985,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=12230,23990,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=12196,30335,80,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=12075,23847,77,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=12232,25307,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=12111,28162,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=11660,23339,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=12071,23387,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=11815,23524,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=11896,24164,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=11899,23182,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=11931,32137,80,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=11810,33217,77,text/html,,,
https://cinema.uslook/firstlook2015/firstfilm2015/drama.cfm,63786,139,text/html,,,
https://cinema.usc.edu/festivals/firstlook/firstlook2015/firstfilm2015/documentary.cfm,39700,105,text/html,,,
https://cinema.usc.edu/directories/faculty.cfm?did=50&eid=0&startpage=1&startrow=1,55951,136,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6461&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=31&title,20745,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6462&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=31&title,19793,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=25027&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=31&title,19357,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=26960&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=31&title,18560,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=26212&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=31&title,18682,71,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6459&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=31&title,22671,78,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=38017&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=31&title,18402,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=38009&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=31&title,24199,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=28806&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=31&title,19035,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=34803&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=31&title,18437,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=22345&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=31&title,18830,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=4596&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=31&title,17873,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6470&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=31&title,18087,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=4603&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=31&title,19009,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6473&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=31&title,20730,74,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=24166&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=31&title,18882,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6475&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=31&title,19943,71,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=37974&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=31&title,19545,73,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6678&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=31&title,18621,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=37078&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=31&title,17787,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=33665&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=31&title,17859,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=34815&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=31&title,19554,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6465&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=31&title,18739,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=4495&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=31&title,17798,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=26979&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=31&title,19533,70,text/html,,,
https://cinema.usc.edu/directories/faculty.cfm?did=50&first&last&referer=%2Fdirectories%2Ffaculty.cfm&startPage=1&startRow=1&title,55951,136,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=4502&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=31&title,18661,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=38052&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=61&title,18932,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=34806&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=61&title,18884,70,text/html,,,
https://cinema.usc.edu/admissions/procedures/animation/PDFs/AnimationGraduateSupplementals.pdf,140701,0,application/pdf,,,
https://cinema.usc.edu/admissions/procedures/writing/PDFs/WritingGraduateSupplementals.pdf,161216,0,application/pdf,,,
https://cinema.usc.edu/admissions/procedures/interactive/PDFs/InteractiveApplication.pdf,137892,0,application/pdf,,,
https://cinema.usc.edu/producing/StarkRecommenderForm.pdf,462895,0,application/pdf,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6537&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=121&title,18912,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=24647&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=121&title,18878,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=14177&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=121&title,18044,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=33650&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=121&title,17860,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6554&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=121&title,18727,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=5172&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=121&title,19072,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=40771&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=121&title,17788,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6544&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=121&title,20882,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6552&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=121&title,19752,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6548&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=121&title,24826,71,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6530&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=121&title,20910,71,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=26971&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=121&title,20717,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=28803&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=121&title,19177,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=40780&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=121&title,19767,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6535&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=121&title,19596,71,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=36406&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=121&title,21288,72,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=37077&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=121&title,17815,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=26191&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=121&tiFfaculty.cfm&startpage=1&startrow=91&title,18855,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=38343&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=91&title,17818,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=12772&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=91&title,18701,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=26201&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=91&title,18911,70,text/html,,,
https://cinema.usc.edu/archivedassets/047/10155.pdf,819828,0,application/pdf,,,
https://cinema.usc.edu/parents/signup.cfm,22494,69,text/html,,,
https://cinema.usc.edu/parents/events.cfm,17669,69,text/html,,,
https://cinema.usc.edu/parents/parentproject.cfm,20259,72,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6460&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=31&title,19275,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=39288&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=31&title,19397,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=40651&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=301&title,20019,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=39891&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=301&title,19438,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=34810&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=301&title,18840,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=40766&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=301&title,17790,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6655&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=301&title,20692,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=30190&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=301&title,22378,90,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=40767&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=301&title,17791,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=35476&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=301&title,19942,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=24191&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=301&title,19072,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=35195&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=301&title,19337,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6362&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=301&title,19037,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=33&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=301&title,22066,73,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=25040&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=301&title,19282,71,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=38349&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=301&title,17818,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=34836&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=301&title,20664,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6659&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=301&title,20438,70,text/html,,,
https://cinema.usc.edu/admissions/procedures/production/PDFs/ProductionGraduateSupplementals.pdf,173164,0,application/pdf,,,
https://cinema.usc.edu/onlinegiving/indexitem.cfm?nameOp=1,58047,88,text/html,,,
https://cinema.usc.edu/onlinegiving/indexitem.cfm?nameOp=2,58071,88,text/html,,,
https://cinema.usc.edu/onlinegiving/indexitem.cfm?nameOpID=45,57961,89,text/html,,,
https://cinema.usc.edu/onlinegiving/indexitem.cfm?nameOpID=44,57959,89,text/html,,,
https://cinema.usc.edu/onlinegiving/indexitem.cfm?nameOpID=43,57962,89,text/html,,,
https://cinema.usc.edu/onlinegiving/indexitem.cfm?nameOpID=42,57961,89,text/html,,,
https://cinema.usc.edu/onlinegiving/indexitem.cfm?nameOpID=46,57962,89,text/html,,,
https://cinema.usc.edu/onlinegiving/indexitem.cfm?nameOpID=41,57969,89,text/html,,,
https://cinema.usc.edu/onlinegiving/indexitem.cfm?nameOpID=40,57965,89,text/html,,,
https://cinema.usc.edu/onlinegiving/indexitem.cfm?nameOpID=39,57959,89,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=27852&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=271&title,17950,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=51&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=271&title,19005,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=29791&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=241&title,18729,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=24619&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=241&title,19357,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6619&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=241&title,21624,70,text/html,,,
https://cinema.usc.edu/admissions/procedures/writing/PDFs/WritingTransferSupplementals.pdf,152255,0,application/pdf,,,
https://cinema.usc.edu/etc/,22679,71,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=2&first&id=6581&last&referer=%2Fanimation%2Ffaculty.cfm&startpage=1&startrow=1&title,20672,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=2&first&id=38009&last&referer=%2Fanimation%2Ffaculty.cfm&startpage=1&startrow=1&title,24196,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=2&first&id=6638&last&referer=%2Fanimation%2Ffaculty.cfm&startpage=1&startrow=1&title,20383,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=2&first&id=22347&last&referer=%2Fanimation%2Ffaculty.cfm&startpage=1&startrow=1&title,19752,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=2&first&id=36406&last&referer=%2Fanimation%2Ffaculty.cfm&startpage=1&startrow=1&title,21281,72,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=2&first&id=28811&last&referer=%2Fanimation%2Ffaculty.cfm&startpage=1&startrow=1&title,17816,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=2&first&id=6659&last&referer=%2Fanimation%2Ffaculty.cfm&startpage=1&startrow=1&title,20432,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=2&first&id=6573&last&referer=%2Fanimation%2Ffaculty.cfm&startpage=1&startrow=1&title,19707,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=2&first&id=25021&last&referer=%2Fanimation%2Ffaculty.cfm&startpage=1&startrow=1&title,19394,73,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=2&first&id=26961&last&referer=%2Fanimation%2Ffaculty.cfm&startpage=1&startrow=1&title,18923,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=2&first&id=41107&last&referer=%2Fanimation%2Ffaculty.cfm&startpage=1&startrow=1&title,17812,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=2&first&id=33661&last&referer=%2Fanimation%2Ffaculty.cfm&startpage=1&startrow=1&title,17858,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=2&first&id=33665&last&referer=%2Fanimation%2Ffaculty.cfm&startpage=1&startrow=1&title,17854,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=2&first&id=4603&last&referer=%2Fanimation%2Ffaculty.cfm&startpage=1&startrow=1&title,19005,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=2&first&id=12772&last&referer=%2Fanimation%2Ffaculty.cfm&startpage=1&startrow=1&title,18697,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=2&first&id=6529&last&referer=%2Fanimation%2Ffaculty.cfm&startpage=1&startrow=1&title,18854,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=2&first&id=6460&last&referer=%2Fanimation%2Ffaculty.cfm&startpaa.usc.edu/admissions/procedures/production/PDFs/ProductionFreshmanSupplementals.pdf,172575,0,application/pdf,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=5534&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=211&title,19452,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=28810&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=211&title,20203,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=30168&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=211&title,19812,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=32758&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=211&title,17818,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6606&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=211&title,19089,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6609&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=211&title,19541,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=30492&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=211&title,18581,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6600&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=211&title,18611,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=22363&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=211&title,18193,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=28809&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=211&title,19540,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=22003&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=211&title,18760,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=24182&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=211&title,17802,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=25024&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=211&title,17967,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=5731&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=211&title,18933,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=34804&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=211&title,20065,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=33191&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=211&title,17789,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6605&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=211&title,20151,71,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6532&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=121&title,19153,71,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=24601&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=121&title,20528,71,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6545&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=121&title,21626,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=24301&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=121&title,18996,71,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6542&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=121&title,20528,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=12882&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=121&title,18995,71,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=33692&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=121&title,24458,70,text/html,,,
https://cinema.usc.edu/admissions/procedures/production/PDFs/ProductionDepartmentalInformation.pdf,149852,0,application/pdf,,,
https://cinema.usc.edu/admissions/procedures/imap/PDFs/MediaArtsApplication.pdf,158424,0,application/pdf,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6407&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=331&title,20122,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=29110&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=331&title,17789,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=16311&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=331&title,19365,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=37694&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=331&title,18166,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6665&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=331&title,18611,70,text/html,,,
https://cinema.usc.edu/admissions/procedures/writing/PDFs/WritingFreshmanSupplementals.pdf,152722,0,application/pdf,,,
https://cinema.usc.edu/admissions/procedures/interactive/PDFs/InteractiveTransferSupplementals.pdf,155060,0,application/pdf,,,
https://cinema.usc.edu/admissions/procedures/mediastudies/PDFs/MediaStudiesFreshmanSupplementals.pdf,165344,0,application/pdf,,,
https://cinema.usc.edu/commencement/,25397,72,text/html,,,
https://cinema.usc.edu/development_new/pdfs/leadershipcircle.pdf,43907,0,application/pdf,,,
https://cinema.usc.edu/admissions/procedures/interactive/PDFs/InteractiveGraduateSupplementals.pdf,162171,0,application/pdf,,,
https://cinema.usc.edu/news/article.cfm?id=11902,30901,80,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=11589,24007,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=11986,29412,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=12278,25045,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=11587,22316,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9889,27684,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9888,23625,85,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9887,22192,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9886,23012,80,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9885,32969,117,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9884,22653,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9883,22446,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9882,22692,80,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=12151,23219,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=12030,23460,80,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9881,21809,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9880,26174,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=11618,24648,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=11857,24586,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=11614,25939,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=11738,22911,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=11979,23785,80,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=12028,22680,80,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=9879,22687,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=12302,25429,79,text/html,,,
