URL's successfully downloaded,Size of the downloaded file,Number of Outlinks,Content-Type,,,
https://cinema.usc.edu/news/article.cfm?id=13635,21464,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=12789,22846,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14722,31851,80,text/html,,,
https://cinema.usc.edu/events/event.cfm?id=15419,28434,83,text/html,,,
https://cinema.usc.edu/events/event.cfm?id=15131,25478,85,text/html,,,
https://cinema.usc.edu/events/event.cfm?id=15494,20434,78,text/html,,,
https://cinema.usc.edu/events/event.cfm?id=15490,26337,85,text/html,,,
https://cinema.usc.edu/events/event.cfm?id=15404,33754,88,text/html,,,
https://cinema.usc.edu/events/event.cfm?id=15489,33402,81,text/html,,,
https://cinema.usc.edu/events/event.cfm?id=15127,27761,98,text/html,,,
https://cinema.usc.edu/events/event.cfm?id=15484,30573,87,text/html,,,
https://cinema.usc.edu/events/event.cfm?id=15481,24287,84,text/html,,,
https://cinema.usc.edu/events/event.cfm?id=15480,26365,84,text/html,,,
https://cinema.usc.edu/events/event.cfm?id=15995,22882,80,text/html,,,
https://cinema.usc.edu/events/event.cfm?id=15993,21525,79,text/html,,,
https://cinema.usc.edu/events/event.cfm?id=15992,32215,86,text/html,,,
https://cinema.usc.edu/events/event.cfm?id=15988,25295,85,text/html,,,
https://cinema.usc.edu/events/event.cfm?id=15987,26864,82,text/html,,,
https://cinema.usc.edu/commencement/index.cfm,25397,71,text/html,,,
https://cinema.usc.edu/commencement/timeLine.cfm,21005,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?id=6484,21475,69,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=28798&last&referer=facultydirectory.cfm&startpage=1&startrow=1&title,19129,71,text/html,,,
https://cinema.usc.edu/faculty/facultydirectory.cfm?did=50&first&last&referer=facultydirectory.cfm&startRow=121&title,55531,136,text/html,,,
https://cinema.usc.edu/faculty/facultydirectory.cfm?did=50&first&last&referer=facultydirectory.cfm&startRow=151&title,54705,137,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=38013&last&referer=facultydirectory.cfm&startpage=1&startrow=1&title,17875,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=41118&last&referer=facultydirectory.cfm&startpage=1&startrow=1&title,18305,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=15028&last&referer=facultydirectory.cfm&startpage=1&startrow=1&title,17873,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=24597&last&referer=facultydirectory.cfm&startpage=1&startrow=1&title,18961,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=40910&last&referer=facultydirectory.cfm&startpage=1&startrow=1&title,18312,70,text/html,,,
https://cinema.usc.edu/faculty/facultydirectory.cfm?did=50&first&last&referer=facultydirectory.cfm&startRow=211&title,53612,134,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=22550&last&referer=facultydirectory.cfm&startpage=1&startrow=1&title,19872,71,text/html,,,
https://cinema.usc.edu/faculty/facultydirectory.cfm?did=50&first&last&referer=facultydirectory.cfm&startRow=181&title,54543,132,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=27064&last&referer=facultydirectory.cfm&startpage=1&startrow=1&title,19417,70,text/html,,,
https://cinema.usc.edu/faculty/facultydirectory.cfm?did=50&first&last&referer=facultydirectory.cfm&startRow=331&title,28711,87,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=6446&last&referer=facultydirectory.cfm&startpage=1&startrow=1&title,20163,70,text/html,,,
https://cinema.usc.edu/faculty/profile.cfm?did=50&first&id=33988&last&referer=facultydirectory.cfm&startpage=1&startrow=1&title,18912,70,text/html,,,
https://cinema.usc.edu/festivals/firstlook/firstlook2013/firstfilm2013/screening4.cfm,38265,100,text/html,,,
https://cinema.usc.edu/festivals/firstlook/firstlook2013/firstfilm2013/screening3.cfm,37602,98,text/html,,,
https://cinema.usc.edu/festivals/firstlook/firstlook2013/firstfilm2013/screening2.cfm,38514,100,text/html,,,
https://cinema.,,,,,,
https://cinema.usc.edu/news/article.cfm?id=14825,29555,84,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14820,27822,82,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14821,26009,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=13974,24174,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=13972,26579,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=15309,23807,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=13128,27830,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=13366,23494,77,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14695,23768,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14453,32838,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=13363,28207,96,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=13119,23915,80,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=13597,23984,77,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14687,25293,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=13110,25830,81,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=13111,24015,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14680,23382,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=13350,23189,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14919,23628,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14916,23313,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=12977,24341,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14907,32810,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14908,21670,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14902,23962,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=13810,25646,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14900,29826,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=12962,23975,81,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=12912,35934,82,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14090,24882,77,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14088,22190,80,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14089,32729,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=15173,23030,77,text/html,,,
https://cinema.usc.edu/international/index.cfm,30758,66,text/html,,,
https://cinema.usc.edu/degrees/minor/gamedesign.cfm,23518,78,text/html,,,
https://cinema.usc.edu/degrees/minor/cinematicarts.cfm,25432,78,text/html,,,
https://cinema.usc.edu/degrees/minor/digital.cfm,22999,78,text/html,,,
https://cinema.usc.edu/producing/connections/internships.cfm,20711,72,text/html,,,
https://cinema.usc.edu/producing/faculty.cfm,43627,112,text/html,,,
https://cinema.usc.edu/producing/connections/guest.cfm,22931,73,text/html,,,
https://cinema.usc.edu/producing/connections/specialproduction.cfm,35709,75,text/html,,,
https://cinema.usc.edu/producing/learningobj.cfm,20180,72,text/html,,,
https://cinema.usc.edu/producing/connections/mentors.cfm,23102,73,text/html,,,
https://cinema.usc.edu/producing/connections/index.cfm,20397,73,text/html,,,
https://cinema.usc.edu/interactive/faculty.cfm,51154,128,text/html,,,
https://cinema.usc.edu/interactive/learningobj.cfm,21522,70,text/html,,,
https://cinema.usc.edu/interactive/research/index.cfm,22619,75,text/html,,,
https://cinema.usc.edu/events/event.cfm?id=15467,25895,84,text/html,,,
https://cinema.usc.edu/events/event.cfm?id=15982,27246,84,text/html,,,
https://cinema.usc.edu/events/event.cfm?id=15466,31219,84,text/html,,,
https://cinema.usc.edu/events/event.cfm?id=15980,25220,83,text/html,,,
https://cinema.usc.edu/events/event.cfm?id=15464,27951,83,text/html,,,
https://cinema.usc.edu/events/event.cfm?id=15977,26981,81,text/html,,,
https://cinema.usc.edu/events/event.cfm?id=15978,30129,82,text/html,,,
https://cinema.usc.edu/events/event.cfm?id=15976,31898,87,text/html,,,
https://cinema.usc.edu/events/event.cfm?id=15441,34548,82,text/html,,,
https://cinema.usc.edu/events/event.cfm?id=15434,25264,83,text/html,,,
https://cinema.usc.edu/events/event.cfm?id=15423,29089,84,text/html,,,
https://cinema.usc.edu/events/event.cfm?id=15145,26019,85,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=26921&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=121&title,18606,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=35207&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=121&title,19432,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=36103&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=121&title,17941,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=32953&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=121&title,17823,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6936&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=121&title,17971,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=15458&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=121&title,17970,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=38358&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=121&title,19199,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6751&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=121&title,19643,71,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6732&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=121&title,18302,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6752&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=121&title,19060,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6744&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=121&title,17931,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6739&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=121&title,18565,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=24232&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=121&title,19412,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=33104&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=121&title,19108,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=37013&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=121&title,17783,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=38380&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=121&title,18837,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=4&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=121&title,18001,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=24111&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=121&title,18010,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=32&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=121&title,19147,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6735&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=121&title,18028,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=39889&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=121&title,17933,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6283&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=121&title,17811,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=29851&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=121&title,18479,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=28757&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=121&title,18640,71,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=22565&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=121&title,18757,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=33&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=121&title,22064,73,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=40802&lacinema.usc.edu/news/article.cfm?id=13468,22528,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14794,21282,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14550,24701,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14793,24606,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14791,21254,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14549,22928,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14545,24743,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14788,22443,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14786,24726,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14302,24320,77,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14541,25353,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14784,24072,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=13450,23084,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14780,21411,79,text/html,,,
https://cinema.usc.edu/writing/learningobj.cfm,24526,77,text/html,,,
https://cinema.usc.edu/writing/firstpitch.cfm,24580,78,text/html,,,
https://cinema.usc.edu/writing/writingForScreenandTelevision.cfm,24414,80,text/html,,,
https://cinema.usc.edu/writing/scriptlist/index.cfm,21594,77,text/html,,,
https://cinema.usc.edu/writing/speakerseries/speaker0809.cfm,32641,97,text/html,,,
https://cinema.usc.edu/writing/speakerseries/speakerspr06.cfm,27841,89,text/html,,,
https://cinema.usc.edu/writing/speakerseries/speaker0607.cfm,24669,81,text/html,,,
https://cinema.usc.edu/writing/speakerseries/speakerhosts.cfm,23380,80,text/html,,,
https://cinema.usc.edu/writing/faculty.cfm,52203,140,text/html,,,
https://cinema.usc.edu/writing/speakerseries/speaker0910.cfm,32518,96,text/html,,,
https://cinema.usc.edu/writing/speakerseries/speaker0708.cfm,34164,99,text/html,,,
https://cinema.usc.edu/writing/speakerseries/index.cfm,23762,79,text/html,,,
https://cinema.usc.edu/degrees/minor/health.cfm,24050,78,text/html,,,
https://cinema.usc.edu/degrees/minor/gameaudio.cfm,24149,78,text/html,,,
https://cinema.usc.edu/degrees/minor/gameanimation.cfm,24830,78,text/html,,,
https://cinema.usc.edu/mediainstituteforsocialchange/index.cfm,20160,76,text/html,,,
https://cinema.usc.edu/degrees/minor/sciencevisualization.cfm,27857,78,text/html,,,
https://cinema.usc.edu/degrees/minor/gameentrepreneurism.cfm,24233,78,text/html,,,
https://cinema.usc.edu/comedy/index.cfm,30360,69,text/html,,,
https://cinema.usc.edu/americanfilmshowcase/index.cfm,19871,72,text/html,,,
https://cinema.usc.edu/trojanvision/index.cfm,20875,71,text/html,,,
https://cinema.usc.edu/degrees/minor/animation.cfm,20449,78,text/html,,,
https://cinema.usc.edu/degrees/minor/mediaandsocialchange.cfm,22448,78,text/html,,,
https://cinema.usc.edu/businessentertainment/index.cfm,19590,67,text/html,,,
https://cinema.usc.edu/iml/index.cfm,23024,81,text/html,,,
https://cinema.usc.edu/programs/index.cfm,25398,72,text/html,,,
https://cinema.usc.edu/degrees/minor/screenwriting.cfm,25279,78,text/html,,,
https://cinema.usc.edu/festivals/firstlook/firstlook2014/firstfilm2014/comedy.cfm,33009,95,text/html,,,
https://cinema.usc.edu/festivals/firstlook/firstlook2014/firstfilm2014/animation.cfm,33135,104,text/html,,,
https://cinema.usc.edu/festivals/firstlook/firstlook2014/firstfilm2014/drama.cfm,59442,121,text/html,,,
https://cinema.usc.edu/festivals/firstlook/firstlook2014/firstfilm2014/documentary.cfm,35692,99,text/html,,,
https://cinema.usc.edu/alumni/hotsheet/awardNomination2015.cfm,49806,158,text/html,,,
https://cinema.usc.edu/development_new/namingOpportunities_details2.cfm?nameOpID=49,24421,83,text/html,,,
https://cinema.usc.edu/development_new/namingOpportunities_details2.cfm?nameOpID=51,24387,83,text/html,,,
https://cinema.usc.edu/development_new/namingOpportunities_details2.cfm?nameOpID=50,24836,83,text/html,,,
https://cinema.usc.edu/development_new/namingOpportunities_details2.cfm?nameOpID=15,24319,83,text/html,,,
https://cinema.usc.edu/development_new/namingOpportunities_details2.cfm?nameOpID=16,23987,83,text/html,,,
https://cinema.usc.edu/development_new/namingOpportunities_details2.cfm?nameOpID=17,24790,83,text/html,,,
https://cinema.usc.edu/development_new/namingOpportunities_details2.cfm?nameOpID=22,23922,83,text/html,,,
https://cinema.usc.edu/development_new/namingOpportunities_details2.cfm?nameOpID=20,24409,83,text/html,,,
https://cinema.usc.edu/development_new/namingOpportunities_details2.cfm?nameOpID=21,24454,83,text/html,,,
https://cinema.usc.edu/development_new/namingOpportunities_details2.cfm?nameOpID=11,23539,83,text/html,,,
https://cinema.usc.edu/development_new/namingOpportunities_details2.cfm?nameOpID=12,24011,83,text/html,,,
https://cinema.usc.edu/development_new/namingOpportunities_details2.cfm?nameOpID=10,23539,83,text/html,,,
https://cinema.usc.edu/development_new/namingOpportunities_details2.cfm?nameOpID=6,23500,83,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=24173&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=91&title,18879,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=26192&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=91&title,19093,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6505&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=91&title,19532,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=37508&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=91&title,19166,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6502&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=91&title,19197,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=28891&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=91&title,18346,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=14674&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=91&title,18969,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6501&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=91&title,20405,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6520&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=91&title,19419,70,text/html,,,
https://cinema.usc.edu/directories/faculty.cfm?did=50&first&last&referer=%2Fdirectories%2Ffaculty.cfm&startPage=1&startRow=61&title,55893,136,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6513&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=91&title,20300,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=34808&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=91&title,18260,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6509&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=91&title,21329,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6516&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=91&title,18354,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=15221&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=91&title,19020,71,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=35474&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=91&title,20992,79,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=22349&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=91&title,19035,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=13778&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=91&title,18464,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=40940&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=91&title,17785,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=21482&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=91&title,21850,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=38344&last&referer=%2Fdirectories%2Ffaculty.cfm&startpage=1&startrow=91&title,17816,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6529&last&referer=%2Fdirectories%2cinema.usc.edu/news/article.cfm?id=13583,24238,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14427,25477,81,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14666,21266,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14424,21462,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=13577,23368,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=13575,25239,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=13570,22891,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14051,24450,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=15380,27646,82,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14110,24903,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=13024,23572,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14350,21497,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14351,21045,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14109,25466,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14589,21441,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14106,25349,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14588,21239,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14583,24390,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=13012,24629,80,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=13490,21696,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=13250,24816,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14538,26479,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=13206,40022,80,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14777,21652,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=13685,24744,79,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14775,21566,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14770,23794,77,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=13200,24718,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14771,21264,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14527,26374,84,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=13678,21237,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14524,23787,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14762,22813,78,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=15407,29894,81,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=15405,29791,81,text/html,,,
https://cinema.usc.edu/news/article.cfm?id=14314,26854,78,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=30227&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=31&title,17934,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=4936&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=31&title,18471,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6694&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=31&title,17975,70,text/html,,,
https://cinema.usc.edu/directories/staff.cfm?did=50&first&last&referer=%2Fdirectories%2Fstaff.cfm&startPage=1&startRow=61&title,57232,122,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=26201&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=31&title,18908,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=21275&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=31&title,19420,73,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=37988&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=31&title,17966,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=39435&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=31&title,17967,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=24626&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=31&title,18679,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=40151&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=31&title,18039,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6747&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=31&title,18839,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=31555&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=31&title,18717,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=39890&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=31&title,19529,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=30637&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=31&title,17868,70,text/html,,,
https://cinema.usc.edu/directories/staff.cfm?did=50&first&last&referer=%2Fdirectories%2Fstaff.cfm&startPage=1&startRow=1&title,58002,126,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=4935&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=31&title,19483,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=4952&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=31&title,17796,70,text/html,,,
https://cinema.usc.edu/directories/staff.cfm?did=50&eid=0&startpage=1&startrow=1,58002,126,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=15218&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=61&title,18571,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=28889&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=61&title,18046,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=39862&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=61&title,17968,70,text/html,,,
https://cinema.usc.edu/directories/profile.cfm?did=50&first&id=6701&last&referer=%2Fdirectories%2Fstaff.cfm&startpage=1&startrow=61&title,17963,70,text/html,,,
